session,channel,q01_kohm,q25_kohm,median_kohm,q75_kohm,q99_kohm
inverted-caret-lavender-left-mint-right-run01,S15,2.2043491554260255,2.205384075641632,2.2073510885238647,2.207730293273926,2.2080347204208373
inverted-caret-lavender-left-mint-right-run01,S16,0.6390325194597244,0.6399459391832352,0.6402202546596527,0.6404662728309631,0.641158612370491
inverted-caret-lavender-left-mint-right-run01,S17,1.978679554462433,1.9876610338687897,1.9902544021606445,1.9930208921432495,2.0017898964881895
inverted-caret-lavender-left-mint-right-run01,S18,0.9763824486732483,0.9815307259559631,0.9827712178230286,0.9839816987514496,0.9874152994155884
inverted-caret-lavender-left-mint-right-run01,S19,2.204294829368591,2.2052111625671387,2.207247257232666,2.2075945138931274,2.2078823161125185
inverted-caret-lavender-left-mint-right-run01,S20,1.002535401582718,1.0078243911266327,1.0094119906425476,1.0108449161052704,1.0149544024467467
inverted-caret-lavender-left-mint-right-run01,S21,0.7657350325584411,0.7678768634796143,0.7684307396411896,0.7690002918243408,0.7705706411600113
inverted-caret-lavender-left-mint-right-run01,S22,0.8099505341053009,0.8115819096565247,0.8121601939201355,0.8126564025878906,0.8141317421197891
inverted-caret-lavender-left-mint-right-run01,S23,2.2044157695770266,2.205434024333954,2.207377314567566,2.2077624201774597,2.208071324825287
inverted-caret-lavender-left-mint-right-run01,S24,1.1731995332241059,1.1756527721881866,1.1769807934761047,1.1782545745372772,1.181512680053711
inverted-caret-lavender-left-mint-right-run01,S25,1.8202012705802917,1.8228622078895569,1.8237592577934265,1.824620395898819,1.8276185154914857
inverted-caret-lavender-left-mint-right-run01,S26,1.3595262122154237,1.371115267276764,1.3758736848831177,1.3799346089363098,1.393945323228836
inverted-caret-lavender-left-mint-right-run01,S27,2.2042932677268983,2.20524662733078,2.2072651386260986,2.2075644731521606,2.2078726434707643
inverted-caret-lavender-left-mint-right-run01,S28,1.1430565118789673,1.1572549939155579,1.1604872941970825,1.1634588241577148,1.1722490918636321
inverted-caret-lavender-left-mint-right-run01,S29,1.0602950263023376,1.0724484026432037,1.0754812359809875,1.078667402267456,1.087877117395401
inverted-caret-lavender-left-mint-right-run01,S30,0.8091985583305359,0.8107370138168335,0.8110826313495636,0.8113466054201126,0.8122120136022568
inverted-caret-lavender-left-mint-right-run01,S31,2.2043626356124877,2.2053728699684143,2.207373857498169,2.2077450156211853,2.2080677795410155
inverted-caret-lavender-left-mint-right-run01,S32,0.7097709095478058,0.712862178683281,0.713607907295227,0.7143259644508362,0.7162805896997452
